fisionomia,last_fire1,fire_count1,Vegetacao,Vegetation,last_fire,fire_count,Lat,Long,Periodo,Area,Parcela,Termografo,Day,Month,Year,Date,Time,Fo,Fm,Fv,Fv_Fm,RC_ABS,Fv_Fo,1_Vj_Vj,PI,T_Max,T_Min,T_Mean,Diameter_cm,Height_cm,SPAD
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′2.40″S,-47°3′31.10″W,Manhã,14,1,4580,7,11,21,07/11/21,10:42:01, 5763,24895,19132,0.769,2.343,3.320,0.771,6.000,30.3,28.8,29.6,58.5,62.5,39.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′2.40″S,-47°3′31.10″W,Manhã,14,1,4580,7,11,21,07/11/21,10:42:11, 5520,25057,19537,0.780,1.919,3.539,0.715,4.854,30.3,28.8,29.6,58.5,62.5,39.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′3.26″S,-47°3′32.31″W,Manhã,14,2,4581,7,11,21,07/11/21,10:45:26, 3824,14169,10345,0.730,1.391,2.705,0.712,2.679,31.8,28.8,29.4,70.0,54.0,36.3
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′3.26″S,-47°3′32.31″W,Manhã,14,2,4581,7,11,21,07/11/21,10:45:36, 5369,22262,16893,0.759,1.602,3.146,0.710,3.581,31.8,28.8,29.4,70.0,54.0,36.3
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′3.26″S,-47°3′32.31″W,Manhã,14,2,4581,7,11,21,07/11/21,10:45:48, 6610,28105,21495,0.765,1.979,3.252,0.716,4.607,31.8,28.8,29.4,70.0,54.0,36.3
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′3.26″S,-47°3′32.31″W,Manhã,14,2,4581,7,11,21,07/11/21,10:45:57, 5948,24915,18967,0.761,1.713,3.189,0.716,3.911,31.8,28.8,29.4,70.0,54.0,36.3
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′3.26″S,-47°3′32.31″W,Manhã,14,2,4581,7,11,21,07/11/21,10:46:11, 5589,23408,17819,0.761,2.193,3.188,0.759,5.306,31.8,28.8,29.4,70.0,54.0,36.3
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′3.26″S,-47°3′32.31″W,Manhã,14,2,4581,7,11,21,07/11/21,10:46:21, 5944,25212,19268,0.764,1.898,3.242,0.722,4.443,31.8,28.8,29.4,70.0,54.0,36.3
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′3.26″S,-47°3′32.31″W,Manhã,14,2,4581,7,11,21,07/11/21,10:46:36, 4386,18540,14154,0.763,1.921,3.227,0.736,4.565,31.8,28.8,29.4,70.0,54.0,36.3
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′3.26″S,-47°3′32.31″W,Manhã,14,2,4581,7,11,21,07/11/21,10:46:44, 6220,25429,19209,0.755,2.048,3.088,0.742,4.695,31.8,28.8,29.4,70.0,54.0,36.3
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′4.95″S,-47°3′31.34″W,Manhã,14,3,4582,7,11,21,07/11/21,10:50:46, 4926,21425,16499,0.770,1.966,3.349,0.722,4.755,32.9,29.3,31.0,32.0,57.5,39.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′4.95″S,-47°3′31.34″W,Manhã,14,3,4582,7,11,21,07/11/21,10:50:54, 5367,22535,17168,0.762,2.022,3.199,0.730,4.724,32.9,29.3,31.0,32.0,57.5,39.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′4.95″S,-47°3′31.34″W,Manhã,14,3,4582,7,11,21,07/11/21,10:51:09, 4923,21912,16989,0.775,2.805,3.451,0.779,7.545,32.9,29.3,31.0,32.0,57.5,39.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′4.95″S,-47°3′31.34″W,Manhã,14,3,4582,7,11,21,07/11/21,10:51:22, 5671,25284,19613,0.776,1.832,3.458,0.711,4.506,32.9,29.3,31.0,32.0,57.5,39.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′4.95″S,-47°3′31.34″W,Manhã,14,3,4582,7,11,21,07/11/21,10:51:31, 5092,21815,16723,0.767,1.965,3.284,0.730,4.712,32.9,29.3,31.0,32.0,57.5,39.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′4.95″S,-47°3′31.34″W,Manhã,14,3,4582,7,11,21,07/11/21,10:51:45, 5502,24229,18727,0.773,2.338,3.404,0.759,6.039,32.9,29.3,31.0,32.0,57.5,39.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′4.95″S,-47°3′31.34″W,Manhã,14,3,4582,7,11,21,07/11/21,10:51:55, 1131,4771,3640,0.763,2.723,3.218,0.805,7.058,32.9,29.3,31.0,32.0,57.5,39.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′4.95″S,-47°3′31.34″W,Manhã,14,3,4582,7,11,21,07/11/21,10:52:03, 3976,18252,14276,0.782,2.421,3.591,0.756,6.571,32.9,29.3,31.0,32.0,57.5,39.9
8,200,50,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,more 10 fire_count,-7°19′23.23″S,-47°3′20.58″W,Manhã,15,1,4583,7,11,21,07/11/21,11:51:56, 4033,16596,12563,0.757,1.826,3.115,0.686,3.901,35.0,29.9,31.1,78.0,63.5,34.9
8,200,50,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,more 10 fire_count,-7°19′23.23″S,-47°3′20.58″W,Manhã,15,1,4583,7,11,21,07/11/21,11:52:18, 4277,18635,14358,0.770,2.052,3.357,0.727,5.005,35.0,29.9,31.1,78.0,63.5,34.9
8,200,50,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,more 10 fire_count,-7°19′23.23″S,-47°3′20.58″W,Manhã,15,1,4583,7,11,21,07/11/21,11:52:31, 4919,19954,15035,0.753,1.852,3.057,0.713,4.034,35.0,29.9,31.1,78.0,63.5,34.9
8,200,50,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,more 10 fire_count,-7°19′23.23″S,-47°3′20.58″W,Manhã,15,1,4583,7,11,21,07/11/21,11:52:54, 5501,21260,15759,0.741,1.296,2.865,0.603,2.237,35.0,29.9,31.1,78.0,63.5,34.9
8,200,50,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,more 10 fire_count,-7°19′23.23″S,-47°3′20.58″W,Manhã,15,1,4583,7,11,21,07/11/21,11:53:08, 6157,25949,19792,0.763,1.561,3.215,0.668,3.354,35.0,29.9,31.1,78.0,63.5,34.9
8,200,50,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,more 10 fire_count,-7°19′23.23″S,-47°3′20.58″W,Manhã,15,1,4583,7,11,21,07/11/21,11:53:20, 6342,25805,19463,0.754,1.404,3.069,0.677,2.916,35.0,29.9,31.1,78.0,63.5,34.9
8,200,50,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,more 10 fire_count,-7°19′23.23″S,-47°3′20.58″W,Manhã,15,1,4583,7,11,21,07/11/21,11:53:37, 4869,14685,9816,0.668,1.263,2.016,0.622,1.584,35.0,29.9,31.1,78.0,63.5,34.9
8,200,50,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,more 10 fire_count,-7°19′23.23″S,-47°3′20.58″W,Manhã,15,1,4583,7,11,21,07/11/21,11:53:52, 5600,21863,16263,0.744,1.525,2.904,0.702,3.107,35.0,29.9,31.1,78.0,63.5,34.9
8,400,20,Cerrado rupestre,Rocky outcrops savanna,more 10 years,2 - 4 fire_count,-7°19′22.27″S,-47°3′19.75″W,Manhã,15,2,4585,7,11,21,07/11/21,11:56:18, 6700,27750,21050,0.759,1.570,3.142,0.652,3.217,43.1,31.7,33.5,55.0,31.5,37.8
8,400,20,Cerrado rupestre,Rocky outcrops savanna,more 10 years,2 - 4 fire_count,-7°19′22.27″S,-47°3′19.75″W,Manhã,15,2,4585,7,11,21,07/11/21,11:56:32, 4850,20103,15253,0.759,1.258,3.145,0.617,2.441,43.1,31.7,33.5,55.0,31.5,37.8
8,400,20,Cerrado rupestre,Rocky outcrops savanna,more 10 years,2 - 4 fire_count,-7°19′22.27″S,-47°3′19.75″W,Manhã,15,2,4585,7,11,21,07/11/21,11:56:50, 5230,17242,12012,0.697,0.681,2.297,0.481,0.752,43.1,31.7,33.5,55.0,31.5,37.8
8,400,20,Cerrado rupestre,Rocky outcrops savanna,more 10 years,2 - 4 fire_count,-7°19′22.27″S,-47°3′19.75″W,Manhã,15,2,4585,7,11,21,07/11/21,11:57:05, 5714,23606,17892,0.758,1.955,3.131,0.751,4.596,43.1,31.7,33.5,55.0,31.5,37.8
8,400,20,Cerrado rupestre,Rocky outcrops savanna,more 10 years,2 - 4 fire_count,-7°19′22.27″S,-47°3′19.75″W,Manhã,15,2,4585,7,11,21,07/11/21,11:57:24, 5334,19437,14103,0.726,1.143,2.644,0.574,1.733,43.1,31.7,33.5,55.0,31.5,37.8
8,400,20,Cerrado rupestre,Rocky outcrops savanna,more 10 years,2 - 4 fire_count,-7°19′22.27″S,-47°3′19.75″W,Manhã,15,2,4585,7,11,21,07/11/21,11:57:48, 3736,14160,10424,0.736,0.936,2.790,0.505,1.318,43.1,31.7,33.5,55.0,31.5,37.8
8,400,20,Cerrado rupestre,Rocky outcrops savanna,more 10 years,2 - 4 fire_count,-7°19′22.27″S,-47°3′19.75″W,Manhã,15,2,4585,7,11,21,07/11/21,11:58:07, 5780,21000,15220,0.725,1.165,2.633,0.622,1.908,43.1,31.7,33.5,55.0,31.5,37.8
8,400,20,Cerrado rupestre,Rocky outcrops savanna,more 10 years,2 - 4 fire_count,-7°19′22.27″S,-47°3′19.75″W,Manhã,15,2,4585,7,11,21,07/11/21,11:58:24, 6796,30352,23556,0.776,2.125,3.466,0.723,5.326,43.1,31.7,33.5,55.0,31.5,37.8
8,400,30,Cerrado rupestre,Rocky outcrops savanna,more 10 years,5 - 7 fire_count,-7°19′24.41″S,-47°3′19.88″W,Manhã,15,3,4584,7,11,21,07/11/21,12:03:52, 5720,24702,18982,0.768,1.589,3.319,0.625,3.298,34.0,28.0,29.5,69.5,56.5,37.3
8,400,30,Cerrado rupestre,Rocky outcrops savanna,more 10 years,5 - 7 fire_count,-7°19′24.41″S,-47°3′19.88″W,Manhã,15,3,4584,7,11,21,07/11/21,12:04:05, 6648,25673,19025,0.741,1.360,2.862,0.648,2.521,34.0,28.0,29.5,69.5,56.5,37.3
8,400,30,Cerrado rupestre,Rocky outcrops savanna,more 10 years,5 - 7 fire_count,-7°19′24.41″S,-47°3′19.88″W,Manhã,15,3,4584,7,11,21,07/11/21,12:04:25, 5256,19960,14704,0.737,1.079,2.798,0.548,1.656,34.0,28.0,29.5,69.5,56.5,37.3
8,400,30,Cerrado rupestre,Rocky outcrops savanna,more 10 years,5 - 7 fire_count,-7°19′24.41″S,-47°3′19.88″W,Manhã,15,3,4584,7,11,21,07/11/21,12:04:42, 5808,23473,17665,0.753,1.360,3.041,0.620,2.564,34.0,28.0,29.5,69.5,56.5,37.3
8,400,30,Cerrado rupestre,Rocky outcrops savanna,more 10 years,5 - 7 fire_count,-7°19′24.41″S,-47°3′19.88″W,Manhã,15,3,4584,7,11,21,07/11/21,12:04:53, 5192,21770,16578,0.762,1.169,3.193,0.557,2.079,34.0,28.0,29.5,69.5,56.5,37.3
8,400,30,Cerrado rupestre,Rocky outcrops savanna,more 10 years,5 - 7 fire_count,-7°19′24.41″S,-47°3′19.88″W,Manhã,15,3,4584,7,11,21,07/11/21,12:05:05, 5941,25706,19765,0.769,1.505,3.327,0.619,3.098,34.0,28.0,29.5,69.5,56.5,37.3
8,400,30,Cerrado rupestre,Rocky outcrops savanna,more 10 years,5 - 7 fire_count,-7°19′24.41″S,-47°3′19.88″W,Manhã,15,3,4584,7,11,21,07/11/21,12:05:19, 6425,25283,18858,0.746,1.361,2.935,0.620,2.476,34.0,28.0,29.5,69.5,56.5,37.3
8,400,30,Cerrado rupestre,Rocky outcrops savanna,more 10 years,5 - 7 fire_count,-7°19′24.41″S,-47°3′19.88″W,Manhã,15,3,4584,7,11,21,07/11/21,12:05:37, 6154,22961,16807,0.732,1.078,2.731,0.603,1.776,34.0,28.0,29.5,69.5,56.5,37.3
